 ,Track no,Slice no,X,Y,Distance,Velocity,Pixel Value,,,,,,,
458,16,12,34,171,0.288,0.144,20990,,,,,,26,27
459,16,13,39,171,0.645,0.323,17196,,,,,,31,27
460,16,14,41,172,0.288,0.144,21544,,,,,,33,28
461,16,15,42,172,0.129,0.065,20585,,,,,,34,28
462,16,16,46,174,0.577,0.288,28984,,,,,,38,30
463,16,17,46,170,0.516,0.258,25755,,,,,,38,26
464,16,18,47,163,0.912,0.456,24619,,,,,,39,19
465,16,19,42,160,0.752,0.376,23062,,,,,,34,16
466,16,20,38,156,0.73,0.365,32527,,,,,,30,12
467,16,21,24,157,1.811,0.905,36474,,,,,,16,13
468,16,22,12,157,1.548,0.774,43059,,,,,,4,13
469,16,23,12,149,1.032,0.516,35536,,,,,,4,5
470,16,24,10,140,1.189,0.595,39585,,,,,,2,-4
471,16,25,2,131,1.553,0.777,11797,,,,,,-6,-13
,,,,,,,,,,,,,,
472,17,1,30,201,-1,-1,27587,,,,,Track 17,0,0
473,17,2,29,206,0.658,0.329,28006,,,,,,-1,5
474,17,3,35,209,0.865,0.433,23017,,,,,,5,8
475,17,4,36,214,0.658,0.329,23859,,,,,,6,13
476,17,5,44,215,1.04,0.52,18302,,,,,,14,14
477,17,6,50,212,0.865,0.433,15244,,,,,,20,11
478,17,7,58,214,1.064,0.532,19018,,,,,,28,13
479,17,8,62,212,0.577,0.288,17875,,,,,,32,11
480,17,9,62,210,0.258,0.129,17413,,,,,,32,9
481,17,10,69,211,0.912,0.456,14371,,,,,,39,10
482,17,11,80,211,1.419,0.71,20460,,,,,,50,10
483,17,12,88,211,1.032,0.516,21795,,,,,,58,10
484,17,13,96,210,1.04,0.52,21207,,,,,,66,9
485,17,14,102,206,0.93,0.465,26376,,,,,,72,5
486,17,15,110,202,1.154,0.577,21402,,,,,,80,1
487,17,16,112,202,0.258,0.129,27874,,,,,,82,1
488,17,17,112,196,0.774,0.387,25938,,,,,,82,-5
489,17,18,114,192,0.577,0.288,20726,,,,,,84,-9
490,17,19,107,194,0.939,0.47,20933,,,,,,77,-7
491,17,20,104,196,0.465,0.233,20181,,,,,,74,-5
492,17,21,102,198,0.365,0.182,24649,,,,,,72,-3
493,17,22,98,197,0.532,0.266,24060,,,,,,68,-4
494,17,23,98,195,0.258,0.129,23412,,,,,,68,-6
495,17,24,94,194,0.532,0.266,22272,,,,,,64,-7
496,17,25,87,188,1.189,0.595,21818,,,,,,57,-13
497,17,26,77,184,1.389,0.695,30795,,,,,,47,-17
498,17,27,73,179,0.826,0.413,30985,,,,,,43,-22
499,17,28,65,173,1.29,0.645,25153,,,,,,35,-28
500,17,29,62,168,0.752,0.376,32835,,,,,,32,-33
501,17,30,62,174,0.774,0.387,50820,,,,,,32,-27
502,17,31,58,180,0.93,0.465,57243,,,,,,28,-21
503,17,32,50,200,2.779,1.389,58501,,,,,,20,-1
504,17,33,44,192,1.29,0.645,45025,,,,,,14,-9
505,17,34,49,192,0.645,0.323,25823,,,,,,19,-9
506,17,35,57,191,1.04,0.52,19629,,,,,,27,-10
507,17,36,62,192,0.658,0.329,17082,,,,,,32,-9
508,17,37,60,192,0.258,0.129,13392,,,,,,30,-9
509,17,38,60,196,0.516,0.258,14702,,,,,,30,-5
510,17,39,60,198,0.258,0.129,15544,,,,,,30,-3
511,17,40,60,200,0.258,0.129,18233,,,,,,30,-1
512,17,41,60,200,0,0,19304,,,,,,30,-1
513,17,42,59,194,0.785,0.392,15302,,,,,,29,-7
514,17,43,55,188,0.93,0.465,22715,,,,,,25,-13
515,17,44,52,179,1.224,0.612,18704,,,,,,22,-22
516,17,45,53,178,0.182,0.091,17325,,,,,,23,-23
517,17,46,54,180,0.288,0.144,16698,,,,,,24,-21
518,17,47,52,186,0.816,0.408,17007,,,,,,22,-15
519,17,48,49,192,0.865,0.433,14830,,,,,,19,-9
520,17,49,49,192,0,0,13684,,,,,,19,-9
521,17,50,50,192,0.129,0.065,16178,,,,,,20,-9
522,17,51,52,189,0.465,0.233,12599,,,,,,22,-12
523,17,52,57,190,0.658,0.329,18013,,,,,,27,-11
524,17,53,65,188,1.064,0.532,20647,,,,,,35,-13
525,17,54,68,181,0.982,0.491,21453,,,,,,38,-20
526,17,55,73,176,0.912,0.456,21100,,,,,,43,-25
527,17,56,77,171,0.826,0.413,25521,,,,,,47,-30
528,17,57,80,170,0.408,0.204,30911,,,,,,50,-31
529,17,58,82,170,0.258,0.129,25170,,,,,,52,-31
530,17,59,86,168,0.577,0.288,23136,,,,,,56,-33
531,17,60,84,168,0.258,0.129,25717,,,,,,54,-33
532,17,61,82,170,0.365,0.182,20562,,,,,,52,-31
533,17,62,82,170,0,0,18148,,,,,,52,-31
534,17,63,82,170,0,0,18594,,,,,,52,-31
535,17,64,76,169,0.785,0.392,21373,,,,,,46,-32
536,17,65,78,167,0.365,0.182,23741,,,,,,48,-34
537,17,66,78,167,0,0,33808,,,,,,48,-34
538,17,67,75,165,0.465,0.233,52094,,,,,,45,-36
539,17,68,74,162,0.408,0.204,51238,,,,,,44,-39
540,17,69,60,165,1.847,0.923,53430,,,,,,30,-36
541,17,70,60,170,0.645,0.323,28940,,,,,,30,-31
542,17,71,58,176,0.816,0.408,20800,,,,,,28,-25
543,17,72,60,176,0.258,0.129,16214,,,,,,30,-25
544,17,73,58,177,0.288,0.144,19926,,,,,,28,-24
,,,,,,,,,,,,,,
545,19,1,11,229,-1,-1,31722,,,,,Track 19,0,0
546,19,2,10,230,0.182,0.091,23781,,,,,,-1,1
547,19,3,15,235,0.912,0.456,24560,,,,,,4,6
548,19,4,22,240,1.11,0.555,15096,,,,,,11,11
549,19,5,29,243,0.982,0.491,14093,,,,,,18,14
550,19,6,46,245,2.208,1.104,11318,,,,,,35,16
551,19,7,56,244,1.296,0.648,13573,,,,,,45,15
552,19,8,60,244,0.516,0.258,20827,,,,,,49,15
553,19,9,68,240,1.154,0.577,20292,,,,,,57,11
554,19,10,76,240,1.032,0.516,21404,,,,,,65,11
555,19,11,89,239,1.682,0.841,21019,,,,,,78,10
556,19,12,95,241,0.816,0.408,20562,,,,,,84,12
557,19,13,104,240,1.168,0.584,22325,,,,,,93,11
558,19,14,114,238,1.316,0.658,18507,,,,,,103,9
559,19,15,124,238,1.29,0.645,22088,,,,,,113,9
560,19,16,127,241,0.547,0.274,18789,,,,,,116,12
561,19,17,130,241,0.387,0.194,17976,,,,,,119,12
562,19,18,134,241,0.516,0.258,19559,,,,,,123,12
563,19,19,136,241,0.258,0.129,16370,,,,,,125,12
564,19,20,133,242,0.408,0.204,21800,,,,,,122,13
565,19,21,129,241,0.532,0.266,18946,,,,,,118,12
566,19,22,128,240,0.182,0.091,21654,,,,,,117,11
567,19,23,128,240,0,0,19127,,,,,,117,11
568,19,24,128,240,0,0,20080,,,,,,117,11
569,19,25,129,243,0.408,0.204,24545,,,,,,118,14
570,19,26,129,248,0.645,0.323,25781,,,,,,118,19
571,19,27,128,244,0.532,0.266,22200,,,,,,117,15
572,19,28,126,247,0.465,0.233,24296,,,,,,115,18
573,19,29,126,246,0.129,0.065,29776,,,,,,115,17
574,19,30,128,246,0.258,0.129,24766,,,,,,117,17
575,19,31,123,251,0.912,0.456,56026,,,,,,112,22
576,19,32,124,251,0.129,0.065,65511,,,,,,113,22
577,19,33,123,235,2.068,1.034,57685,,,,,,112,6
578,19,34,120,242,0.982,0.491,37096,,,,,,109,13
579,19,35,120,248,0.774,0.387,34760,,,,,,109,19
580,19,36,119,244,0.532,0.266,27115,,,,,,108,15
581,19,37,117,218,3.364,1.682,35178,,,,,,106,-11
582,19,38,113,202,2.128,1.064,25758,,,,,,102,-27
583,19,39,111,192,1.316,0.658,23262,,,,,,100,-37
584,19,40,110,186,0.785,0.392,19102,,,,,,99,-43
585,19,41,109,182,0.532,0.266,25666,,,,,,98,-47
586,19,42,109,182,0,0,22828,,,,,,98,-47
587,19,43,109,180,0.258,0.129,21728,,,,,,98,-49
588,19,44,108,177,0.408,0.204,25800,,,,,,97,-52
589,19,45,104,174,0.645,0.323,23811,,,,,,93,-55
590,19,46,100,174,0.516,0.258,23833,,,,,,89,-55
591,19,47,92,173,1.04,0.52,24321,,,,,,81,-56
592,19,48,92,172,0.129,0.065,26983,,,,,,81,-57
593,19,49,94,168,0.577,0.288,30269,,,,,,83,-61
594,19,50,94,167,0.129,0.065,24807,,,,,,83,-62
595,19,51,92,167,0.258,0.129,23259,,,,,,81,-62
596,19,52,96,164,0.645,0.323,20362,,,,,,85,-65
597,19,53,101,158,1.008,0.504,22890,,,,,,90,-71
598,19,54,104,154,0.645,0.323,21363,,,,,,93,-75
599,19,55,110,152,0.816,0.408,24931,,,,,,99,-77
600,19,56,115,148,0.826,0.413,27514,,,,,,104,-81
601,19,57,116,147,0.182,0.091,24175,,,,,,105,-82
602,19,58,122,138,1.395,0.698,42665,,,,,,111,-91
603,19,59,120,130,1.064,0.532,30339,,,,,,109,-99
604,19,60,120,132,0.258,0.129,24068,,,,,,109,-97
605,19,61,122,128,0.577,0.288,22351,,,,,,111,-101
606,19,62,120,118,1.316,0.658,24645,,,,,,109,-111
607,19,63,121,112,0.785,0.392,30696,,,,,,110,-117
608,19,64,117,106,0.93,0.465,29030,,,,,,106,-123
609,19,65,118,106,0.129,0.065,26693,,,,,,107,-123
610,19,66,116,102,0.577,0.288,21868,,,,,,105,-127
611,19,67,111,107,0.912,0.456,26319,,,,,,100,-122
612,19,68,111,105,0.258,0.129,27603,,,,,,100,-124
613,19,69,116,101,0.826,0.413,27959,,,,,,105,-128
614,19,70,115,102,0.182,0.091,32624,,,,,,104,-127
615,19,71,113,101,0.288,0.144,38648,,,,,,102,-128
616,19,72,110,93,1.102,0.551,65357,,,,,,99,-136
617,19,73,100,85,1.652,0.826,65347,,,,,,89,-144
,,,,,,,,,,,,,,
618,21,1,482,247,-1,-1,33863,,,,,Track 21,0,0
619,21,2,484,244,0.465,0.233,39937,,,,,,2,-3
620,21,3,488,241,0.645,0.323,38879,,,,,,6,-6
621,21,4,491,233,1.102,0.551,35247,,,,,,9,-14
622,21,5,498,226,1.277,0.639,18201,,,,,,16,-21
623,21,6,502,218,1.154,0.577,37171,,,,,,20,-29
624,21,7,498,208,1.389,0.695,34157,,,,,,16,-39
625,21,8,498,211,0.387,0.194,21629,,,,,,16,-36
626,21,9,498,209,0.258,0.129,24207,,,,,,16,-38
627,21,10,498,210,0.129,0.065,26630,,,,,,16,-37
628,21,11,496,214,0.577,0.288,11336,,,,,,14,-33
629,21,12,498,218,0.577,0.288,14532,,,,,,16,-29
630,21,13,498,226,1.032,0.516,16046,,,,,,16,-21
631,21,14,498,234,1.032,0.516,21152,,,,,,16,-13
632,21,15,491,230,1.04,0.52,21500,,,,,,9,-17
633,21,16,498,220,1.575,0.787,65499,,,,,,16,-27
634,21,17,492,212,1.29,0.645,60762,,,,,,10,-35
635,21,18,502,209,1.347,0.673,20491,,,,,,20,-38
636,21,19,504,206,0.465,0.233,18910,,,,,,22,-41
637,21,20,498,209,0.865,0.433,23025,,,,,,16,-38
638,21,21,488,217,1.652,0.826,19301,,,,,,6,-30
639,21,22,473,226,2.257,1.128,16962,,,,,,-9,-21
640,21,23,474,224,0.288,0.144,22305,,,,,,-8,-23
641,21,24,489,213,2.4,1.2,18656,,,,,,7,-34
642,21,25,500,203,1.918,0.959,19980,,,,,,18,-44
643,21,26,507,206,0.982,0.491,17572,,,,,,25,-41
644,21,27,510,197,1.224,0.612,17866,,,,,,28,-50
645,21,28,510,196,0.129,0.065,17919,,,,,,28,-51
646,21,29,511,192,0.532,0.266,12859,,,,,,29,-55
647,21,30,509,189,0.465,0.233,19333,,,,,,27,-58
648,21,31,509,188,0.129,0.065,19476,,,,,,27,-59
649,21,32,504,182,1.008,0.504,11607,,,,,,22,-65
650,21,33,506,183,0.288,0.144,11881,,,,,,24,-64
651,21,34,506,182,0.129,0.065,18986,,,,,,24,-65
652,21,35,510,178,0.73,0.365,10321,,,,,,28,-69
653,21,36,510,174,0.516,0.258,11255,,,,,,28,-73
654,21,37,508,174,0.258,0.129,15576,,,,,,26,-73
655,21,38,502,170,0.93,0.465,15395,,,,,,20,-77
656,21,39,500,176,0.816,0.408,16857,,,,,,18,-71
657,21,40,498,176,0.258,0.129,15446,,,,,,16,-71
658,21,41,497,178,0.288,0.144,15054,,,,,,15,-69
659,21,42,488,186,1.553,0.777,15198,,,,,,6,-61
660,21,43,477,185,1.425,0.712,17951,,,,,,-5,-62
661,21,44,472,188,0.752,0.376,27342,,,,,,-10,-59
662,21,45,465,182,1.189,0.595,21684,,,,,,-17,-65
663,21,46,465,181,0.129,0.065,24895,,,,,,-17,-66
664,21,47,465,178,0.387,0.194,18921,,,,,,-17,-69
665,21,48,466,178,0.129,0.065,22007,,,,,,-16,-69
666,21,49,470,174,0.73,0.365,19051,,,,,,-12,-73
667,21,50,468,171,0.465,0.233,22659,,,,,,-14,-76
668,21,51,468,166,0.645,0.323,25159,,,,,,-14,-81
669,21,52,471,157,1.224,0.612,21935,,,,,,-11,-90
670,21,53,472,154,0.408,0.204,29171,,,,,,-10,-93
671,21,54,472,150,0.516,0.258,21817,,,,,,-10,-97
672,21,55,471,150,0.129,0.065,24338,,,,,,-11,-97
673,21,56,476,151,0.658,0.329,18927,,,,,,-6,-96
674,21,57,478,148,0.465,0.233,26604,,,,,,-4,-99
675,21,58,481,146,0.465,0.233,25476,,,,,,-1,-101
676,21,59,483,135,1.442,0.721,19916,,,,,,1,-112
677,21,60,484,124,1.425,0.712,25241,,,,,,2,-123
678,21,61,484,124,0,0,23803,,,,,,2,-123
679,21,62,488,114,1.389,0.695,18437,,,,,,6,-133
680,21,63,490,108,0.816,0.408,20883,,,,,,8,-139
681,21,64,498,102,1.29,0.645,26626,,,,,,16,-145
682,21,65,498,106,0.516,0.258,65370,,,,,,16,-141
683,21,66,497,110,0.532,0.266,50731,,,,,,15,-137
684,21,67,501,116,0.93,0.465,26610,,,,,,19,-131
685,21,68,510,114,1.189,0.595,21035,,,,,,28,-133
,,,,,,,,,,,,,,
686,22,1,511,274,-1,-1,43560,,,,,Track 22,0,0
687,22,2,511,268,0.774,0.387,28956,,,,,,0,-6
,,,,,,,,,,,,,,
688,23,1,448,280,-1,-1,65509,,,,,Track 23,0,0
689,23,2,438,280,1.29,0.645,46680,,,,,,-10,0
690,23,3,439,282,0.288,0.144,31936,,,,,,-9,2
691,23,4,440,278,0.532,0.266,22880,,,,,,-8,-2
692,23,5,440,278,0,0,26384,,,,,,-8,-2
693,23,6,440,280,0.258,0.129,22928,,,,,,-8,0
694,23,7,430,279,1.296,0.648,23087,,,,,,-18,-1
695,23,8,426,278,0.532,0.266,17407,,,,,,-22,-2
696,23,9,416,278,1.29,0.645,22219,,,,,,-32,-2
697,23,10,405,280,1.442,0.721,27950,,,,,,-43,0
698,23,11,400,281,0.658,0.329,16502,,,,,,-48,1
699,23,12,392,286,1.217,0.608,20893,,,,,,-56,6
700,23,13,384,293,1.371,0.686,15617,,,,,,-64,13
701,23,14,384,294,0.129,0.065,20132,,,,,,-64,14
702,23,15,383,300,0.785,0.392,21740,,,,,,-65,20
703,23,16,379,304,0.73,0.365,24449,,,,,,-69,24
704,23,17,380,315,1.425,0.712,22820,,,,,,-68,35
705,23,18,378,320,0.695,0.347,25381,,,,,,-70,40
706,23,19,368,330,1.824,0.912,26979,,,,,,-80,50
707,23,20,364,334,0.73,0.365,29978,,,,,,-84,54
708,23,21,363,344,1.296,0.648,33853,,,,,,-85,64
709,23,22,363,347,0.387,0.194,31879,,,,,,-85,67
710,23,23,365,354,0.939,0.47,34830,,,,,,-83,74
711,23,24,367,362,1.064,0.532,38327,,,,,,-81,82
712,23,25,370,379,2.227,1.113,41009,,,,,,-78,99
713,23,26,376,384,1.008,0.504,36246,,,,,,-72,104
714,23,27,379,384,0.387,0.194,32772,,,,,,-69,104
715,23,28,381,388,0.577,0.288,35495,,,,,,-67,108
716,23,29,378,388,0.387,0.194,52299,,,,,,-70,108
717,23,30,366,392,1.632,0.816,65508,,,,,,-82,112
718,23,31,361,384,1.217,0.608,26602,,,,,,-87,104
719,23,32,356,377,1.11,0.555,18152,,,,,,-92,97
720,23,33,348,376,1.04,0.52,21625,,,,,,-100,96
721,23,34,343,378,0.695,0.347,19148,,,,,,-105,98
722,23,35,343,380,0.258,0.129,17004,,,,,,-105,100
723,23,36,341,380,0.258,0.129,19097,,,,,,-107,100
724,23,37,339,376,0.577,0.288,17989,,,,,,-109,96
725,23,38,338,375,0.182,0.091,20633,,,,,,-110,95
726,23,39,335,372,0.547,0.274,20467,,,,,,-113,92
727,23,40,337,370,0.365,0.182,22440,,,,,,-111,90
728,23,41,337,370,0,0,21170,,,,,,-111,90
729,23,42,337,365,0.645,0.323,18367,,,,,,-111,85
730,23,43,337,365,0,0,19760,,,,,,-111,85
731,23,44,331,360,1.008,0.504,22759,,,,,,-117,80
732,23,45,324,355,1.11,0.555,15350,,,,,,-124,75
733,23,46,320,355,0.516,0.258,20026,,,,,,-128,75
734,23,47,312,351,1.154,0.577,23450,,,,,,-136,71
735,23,48,308,350,0.532,0.266,21938,,,,,,-140,70
736,23,49,301,347,0.982,0.491,26267,,,,,,-147,67
737,23,50,303,342,0.695,0.347,23257,,,,,,-145,62
738,23,51,305,338,0.577,0.288,20593,,,,,,-143,58
739,23,52,306,330,1.04,0.52,27684,,,,,,-142,50
740,23,53,308,326,0.577,0.288,23440,,,,,,-140,46
741,23,54,310,323,0.465,0.233,21407,,,,,,-138,43
742,23,55,312,318,0.695,0.347,23411,,,,,,-136,38
743,23,56,312,314,0.516,0.258,25958,,,,,,-136,34
744,23,57,309,310,0.645,0.323,29927,,,,,,-139,30
745,23,58,304,309,0.658,0.329,24228,,,,,,-144,29
746,23,59,300,301,1.154,0.577,29279,,,,,,-148,21
747,23,60,296,294,1.04,0.52,34809,,,,,,-152,14
748,23,61,293,294,0.387,0.194,34329,,,,,,-155,14
749,23,62,291,293,0.288,0.144,30780,,,,,,-157,13
750,23,63,287,290,0.645,0.323,36556,,,,,,-161,10
751,23,64,286,286,0.532,0.266,39388,,,,,,-162,6
752,23,65,287,286,0.129,0.065,40036,,,,,,-161,6
753,23,66,285,283,0.465,0.233,36352,,,,,,-163,3
754,23,67,283,278,0.695,0.347,47877,,,,,,-165,-2
755,23,68,283,276,0.258,0.129,51232,,,,,,-165,-4
756,23,69,281,276,0.258,0.129,51724,,,,,,-167,-4
757,23,70,283,279,0.465,0.233,53044,,,,,,-165,-1
758,23,71,286,280,0.408,0.204,36477,,,,,,-162,0
759,23,72,286,279,0.129,0.065,38459,,,,,,-162,-1
760,23,73,283,279,0.387,0.194,37173,,,,,,-165,-1
,,,,,,,,,,,,,,
761,25,1,478,292,-1,-1,51721,,,,,Track 25,0,0
762,25,2,479,284,1.04,0.52,38915,,,,,,1,-8
763,25,3,481,283,0.288,0.144,29401,,,,,,3,-9
764,25,4,482,280,0.408,0.204,23673,,,,,,4,-12
765,25,5,482,278,0.258,0.129,19175,,,,,,4,-14
766,25,6,482,274,0.516,0.258,18265,,,,,,4,-18
767,25,7,478,262,1.632,0.816,13124,,,,,,0,-30
768,25,8,473,256,1.008,0.504,17624,,,,,,-5,-36
769,25,9,467,252,0.93,0.465,14904,,,,,,-11,-40
770,25,10,464,250,0.465,0.233,18451,,,,,,-14,-42
771,25,11,464,254,0.516,0.258,13952,,,,,,-14,-38
772,25,12,462,258,0.577,0.288,19044,,,,,,-16,-34
773,25,13,459,266,1.102,0.551,18538,,,,,,-19,-26
774,25,14,456,275,1.224,0.612,15465,,,,,,-22,-17
775,25,15,454,282,0.939,0.47,20263,,,,,,-24,-10
776,25,16,451,286,0.645,0.323,18509,,,,,,-27,-6
777,25,17,441,292,1.504,0.752,16869,,,,,,-37,0
778,25,18,434,294,0.939,0.47,17954,,,,,,-44,2
779,25,19,434,306,1.548,0.774,19681,,,,,,-44,14
780,25,20,431,314,1.102,0.551,23894,,,,,,-47,22
781,25,21,430,329,1.939,0.97,25631,,,,,,-48,37
782,25,22,423,339,1.575,0.787,19366,,,,,,-55,47
783,25,23,420,339,0.387,0.194,17563,,,,,,-58,47
784,25,24,417,338,0.408,0.204,19908,,,,,,-61,46
785,25,25,416,336,0.288,0.144,21093,,,,,,-62,44
786,25,26,418,338,0.365,0.182,18907,,,,,,-60,46
787,25,27,416,331,0.939,0.47,26519,,,,,,-62,39
788,25,28,414,314,2.208,1.104,25016,,,,,,-64,22
789,25,29,400,297,2.841,1.42,26926,,,,,,-78,5
790,25,30,382,302,2.41,1.205,34112,,,,,,-96,10
791,25,31,388,297,1.008,0.504,38250,,,,,,-90,5
792,25,32,390,301,0.577,0.288,65514,,,,,,-88,9
793,25,33,378,308,1.792,0.896,65507,,,,,,-100,16
794,25,34,383,319,1.559,0.779,29316,,,,,,-95,27
795,25,35,394,327,1.755,0.877,23849,,,,,,-84,35
796,25,36,395,327,0.129,0.065,24314,,,,,,-83,35
797,25,37,392,325,0.465,0.233,18566,,,,,,-86,33
798,25,38,386,321,0.93,0.465,17521,,,,,,-92,29
799,25,39,384,319,0.365,0.182,16760,,,,,,-94,27
800,25,40,385,319,0.129,0.065,15561,,,,,,-93,27
801,25,41,384,318,0.182,0.091,12810,,,,,,-94,26
802,25,42,384,314,0.516,0.258,14035,,,,,,-94,22
803,25,43,379,309,0.912,0.456,15248,,,,,,-99,17
804,25,44,374,306,0.752,0.376,19102,,,,,,-104,14
805,25,45,372,304,0.365,0.182,13767,,,,,,-106,12
806,25,46,376,304,0.516,0.258,13642,,,,,,-102,12
807,25,47,374,296,1.064,0.532,17040,,,,,,-104,4
808,25,48,368,295,0.785,0.392,18095,,,,,,-110,3
809,25,49,361,290,1.11,0.555,14058,,,,,,-117,-2
810,25,50,354,285,1.11,0.555,16516,,,,,,-124,-7
811,25,51,349,281,0.826,0.413,18867,,,,,,-129,-11
812,25,52,346,273,1.102,0.551,17391,,,,,,-132,-19
813,25,53,349,267,0.865,0.433,18334,,,,,,-129,-25
814,25,54,352,260,0.982,0.491,21082,,,,,,-126,-32
815,25,55,340,254,1.731,0.865,21362,,,,,,-138,-38
816,25,56,330,247,1.575,0.787,21771,,,,,,-148,-45
817,25,57,323,238,1.471,0.735,19055,,,,,,-155,-54
818,25,58,320,230,1.102,0.551,18331,,,,,,-158,-62
819,25,59,319,220,1.296,0.648,21140,,,,,,-159,-72
820,25,60,316,215,0.752,0.376,22229,,,,,,-162,-77
821,25,61,310,208,1.189,0.595,25486,,,,,,-168,-84
822,25,62,306,196,1.632,0.816,25227,,,,,,-172,-96
823,25,63,307,188,1.04,0.52,24446,,,,,,-171,-104
824,25,64,307,179,1.161,0.581,30197,,,,,,-171,-113
825,25,65,309,169,1.316,0.658,23130,,,,,,-169,-123
826,25,66,313,155,1.878,0.939,27287,,,,,,-165,-137
827,25,67,318,145,1.442,0.721,18742,,,,,,-160,-147
828,25,68,317,134,1.425,0.712,24884,,,,,,-161,-158
829,25,69,320,128,0.865,0.433,38397,,,,,,-158,-164
830,25,70,323,122,0.865,0.433,35107,,,,,,-155,-170
831,25,71,327,122,0.516,0.258,34121,,,,,,-151,-170
832,25,72,325,128,0.816,0.408,36386,,,,,,-153,-164
833,25,73,328,118,1.347,0.673,23602,,,,,,-150,-174
,,,,,,,,,,,,,,
834,27,1,497,309,-1,-1,38024,,,,,Track 27,0,0
835,27,2,500,305,0.645,0.323,16678,,,,,,3,-4
836,27,3,504,300,0.826,0.413,11540,,,,,,7,-9
837,27,4,504,293,0.903,0.452,12334,,,,,,7,-16
838,27,5,504,289,0.516,0.258,15183,,,,,,7,-20
839,27,6,506,281,1.064,0.532,14741,,,,,,9,-28
840,27,7,501,276,0.912,0.456,14772,,,,,,4,-33
841,27,8,498,274,0.465,0.233,12473,,,,,,1,-35
842,27,9,494,274,0.516,0.258,12911,,,,,,-3,-35
843,27,10,484,279,1.442,0.721,17327,,,,,,-13,-30
844,27,11,480,282,0.645,0.323,13869,,,,,,-17,-27
845,27,12,483,296,1.847,0.923,15871,,,,,,-14,-13
846,27,13,483,317,2.709,1.355,19119,,,,,,-14,8
847,27,14,483,321,0.516,0.258,27791,,,,,,-14,12
848,27,15,493,327,1.504,0.752,26429,,,,,,-4,18
849,27,16,505,338,2.1,1.05,32163,,,,,,8,29
850,27,17,511,340,0.816,0.408,29297,,,,,,14,31
,,,,,,,,,,,,,,
851,28,1,368,309,-1,-1,65516,,,,,Track 28,0,0
852,28,2,378,294,2.326,1.163,61530,,,,,,10,-15
853,28,3,384,292,0.816,0.408,46800,,,,,,16,-17
854,28,4,377,288,1.04,0.52,54064,,,,,,9,-21
855,28,5,372,293,0.912,0.456,41279,,,,,,4,-16
856,28,6,367,298,0.912,0.456,42587,,,,,,-1,-11
857,28,7,355,304,1.731,0.865,35031,,,,,,-13,-5
858,28,8,347,315,1.755,0.877,23056,,,,,,-21,6
859,28,9,335,326,2.1,1.05,28188,,,,,,-33,17
860,28,10,332,339,1.721,0.861,19815,,,,,,-36,30
861,28,11,326,353,1.965,0.982,20276,,,,,,-42,44
862,28,12,318,364,1.755,0.877,21229,,,,,,-50,55
863,28,13,311,374,1.575,0.787,24900,,,,,,-57,65
864,28,14,313,396,2.85,1.425,24720,,,,,,-55,87
865,28,15,321,410,2.08,1.04,17210,,,,,,-47,101
866,28,16,324,425,1.973,0.987,21894,,,,,,-44,116
867,28,17,318,432,1.189,0.595,15887,,,,,,-50,123
868,28,18,309,437,1.328,0.664,21995,,,,,,-59,128
869,28,19,314,460,3.036,1.518,14313,,,,,,-54,151
870,28,20,317,470,1.347,0.673,23361,,,,,,-51,161
871,28,21,318,477,0.912,0.456,29069,,,,,,-50,168
872,28,22,314,482,0.826,0.413,27803,,,,,,-54,173
873,28,23,306,480,1.064,0.532,19666,,,,,,-62,171
874,28,24,293,473,1.905,0.952,22309,,,,,,-75,164
875,28,25,286,464,1.471,0.735,23088,,,,,,-82,155
876,28,26,276,452,2.015,1.008,17752,,,,,,-92,143
877,28,27,254,424,4.594,2.297,41788,,,,,,-114,115
878,28,28,246,400,3.263,1.632,24836,,,,,,-122,91
879,28,29,246,378,2.838,1.419,25651,,,,,,-122,69
880,28,30,251,360,2.41,1.205,20877,,,,,,-117,51
881,28,31,241,341,2.77,1.385,28401,,,,,,-127,32
882,28,32,224,320,3.485,1.743,32495,,,,,,-144,11
883,28,33,208,312,2.308,1.154,26598,,,,,,-160,3
884,28,34,199,314,1.189,0.595,27096,,,,,,-169,5
885,28,35,196,309,0.752,0.376,24362,,,,,,-172,0
886,28,36,188,304,1.217,0.608,28132,,,,,,-180,-5
887,28,37,181,301,0.982,0.491,23707,,,,,,-187,-8
888,28,38,179,293,1.064,0.532,27529,,,,,,-189,-16
889,28,39,180,299,0.785,0.392,29918,,,,,,-188,-10
890,28,40,174,312,1.847,0.923,35536,,,,,,-194,3
891,28,41,164,317,1.442,0.721,28585,,,,,,-204,8
892,28,42,161,310,0.982,0.491,24992,,,,,,-207,1
893,28,43,160,296,1.811,0.905,15356,,,,,,-208,-13
894,28,44,160,282,1.806,0.903,38713,,,,,,-208,-27
895,28,45,158,269,1.697,0.848,36315,,,,,,-210,-40
896,28,46,148,259,1.824,0.912,36981,,,,,,-220,-50
897,28,47,148,259,0,0,63667,,,,,,-220,-50
898,28,48,133,266,2.135,1.068,65513,,,,,,-235,-43
899,28,49,136,271,0.752,0.376,34019,,,,,,-232,-38
900,28,50,128,271,1.032,0.516,26183,,,,,,-240,-38
901,28,51,114,282,2.297,1.148,20914,,,,,,-254,-27
902,28,52,110,286,0.73,0.365,20697,,,,,,-258,-23
903,28,53,106,288,0.577,0.288,16327,,,,,,-262,-21
904,28,54,102,287,0.532,0.266,19989,,,,,,-266,-22
